"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "Species" "lowest"
"ASV2159" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Paraphaeosphaeria" "Paraphaeosphaeria_michotii" "s__Paraphaeosphaeria_michotii"
"ASV2164" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2168" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Sporormia" "Sporormia_sp" "s__Sporormia_sp"
"ASV2174" "Fungi" "Basidiomycota" "Microbotryomycetes" "Leucosporidiales" "Leucosporidiaceae" "unclassified" "unclassified" "f__Leucosporidiaceae"
"ASV2181" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Xylariaceae" "Xylaria" "unclassified" "g__Xylaria"
"ASV2182" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinellus" "unclassified" "g__Coprinellus"
"ASV2184" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Leucocoprinus" "Leucocoprinus_brebissonii" "s__Leucocoprinus_brebissonii"
"ASV2187" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV2188" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "unclassified" "unclassified" "f__Microascaceae"
"ASV2211" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Penicillium_fluviserpens" "s__Penicillium_fluviserpens"
"ASV2212" "Fungi" "Basidiomycota" "Pucciniomycetes" "Pucciniales" "Pucciniaceae" "Puccinia" "Puccinia_graminis" "s__Puccinia_graminis"
"ASV2213" "Fungi" "Basidiomycota" "Tremellomycetes" "Trichosporonales" "Trichosporonaceae" "Apiotrichum" "Apiotrichum_gracile" "s__Apiotrichum_gracile"
"ASV2219" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinopsis" "unclassified" "g__Coprinopsis"
"ASV2220" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Rhizopodaceae" "Rhizopus" "Rhizopus_stolonifer" "s__Rhizopus_stolonifer"
"ASV2221" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "unclassified" "unclassified" "f__Didymosphaeriaceae"
"ASV2224" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2226" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Lycoperdon" "unclassified" "g__Lycoperdon"
"ASV2228" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Scedosporium" "unclassified" "g__Scedosporium"
"ASV2234" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2235" "Fungi" "Chytridiomycota" "Rhizophydiomycetes" "Rhizophydiales" "Alphamycetaceae" "Betamyces" "Betamyces_sp" "s__Betamyces_sp"
"ASV2236" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV2238" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV2239" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2240" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Thermoascaceae" "Paecilomyces" "Paecilomyces_fulvus" "s__Paecilomyces_fulvus"
"ASV2250" "Fungi" "Chytridiomycota" "Lobulomycetes" "Lobulomycetales" "unclassified" "unclassified" "Lobulomycetales_sp" "s__Lobulomycetales_sp"
"ASV2251" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Ascospirella" "Ascospirella_lutea" "s__Ascospirella_lutea"
"ASV2255" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Chaetasbolisia" "Chaetasbolisia_longiseta" "s__Chaetasbolisia_longiseta"
"ASV2256" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2260" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2264" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Sarcoscyphaceae" "Sarcoscypha" "Sarcoscypha_coccinea" "s__Sarcoscypha_coccinea"
"ASV2265" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2267" "Fungi" "Basidiomycota" "Microbotryomycetes" "Microbotryales" "Ustilentylomataceae" "Ustilentyloma" "Ustilentyloma_brefeldii" "s__Ustilentyloma_brefeldii"
"ASV2270" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2271" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "unclassified" "unclassified" "f__Didymellaceae"
"ASV2272" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV2276" "Fungi" "Basidiomycota" "Wallemiomycetes" "Wallemiales" "Wallemiaceae" "Wallemia" "Wallemia_muriae" "s__Wallemia_muriae"
"ASV2281" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pyrenochaetopsidaceae" "Pyrenochaetopsis" "Pyrenochaetopsis_leptospora" "s__Pyrenochaetopsis_leptospora"
"ASV2285" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV2286" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Massarinaceae" "unclassified" "unclassified" "f__Massarinaceae"
"ASV2287" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2292" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "unclassified" "g__Malassezia"
"ASV2294" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "unclassified" "unclassified" "f__Didymosphaeriaceae"
"ASV2298" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Lachnaceae" "Lachnellula" "unclassified" "g__Lachnellula"
"ASV2300" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Inocybaceae" "Inocybe" "Inocybe_obscurobadia" "s__Inocybe_obscurobadia"
"ASV2302" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lophiostomataceae" "Lophiostoma" "Lophiostoma_terricola" "s__Lophiostoma_terricola"
"ASV2303" "Fungi" "Chytridiomycota" "Lobulomycetes" "Lobulomycetales" "unclassified" "unclassified" "Lobulomycetales_sp" "s__Lobulomycetales_sp"
"ASV1212" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "unclassified" "unclassified" "unclassified" "o__Hypocreales"
"ASV1215" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_sympodialis" "s__Malassezia_sympodialis"
"ASV1218" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Chordomyces" "Chordomyces_antarcticus" "s__Chordomyces_antarcticus"
"ASV1224" "Fungi" "Ascomycota" "Laboulbeniomycetes" "Pyxidiophorales" "unclassified" "unclassified" "Pyxidiophorales_sp" "s__Pyxidiophorales_sp"
"ASV1227" "Fungi" "Basidiomycota" "Tremellomycetes" "Cystofilobasidiales" "Mrakiaceae" "Itersonilia" "Itersonilia_pannonica" "s__Itersonilia_pannonica"
"ASV1235" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Ampelomyces" "Ampelomyces_quisqualis" "s__Ampelomyces_quisqualis"
"ASV1238" "Fungi" "Neocallimastigomycota" "Neocallimastigomycetes" "Neocallimastigales" "Neocallimastigaceae" "Khoyollomyces" "Khoyollomyces_ramosus" "s__Khoyollomyces_ramosus"
"ASV1239" "Fungi" "Ascomycota" "Taphrinomycetes" "Taphrinales" "Protomycetaceae" "Protomyces" "Protomyces_macrosporus" "s__Protomyces_macrosporus"
"ASV1241" "Fungi" "Ascomycota" "Laboulbeniomycetes" "Pyxidiophorales" "Pyxidiophoraceae" "Pyxidiophora" "Pyxidiophora_arvernensis" "s__Pyxidiophora_arvernensis"
"ASV1245" "Fungi" "Chytridiomycota" "Rhizophydiomycetes" "Rhizophydiales" "unclassified" "unclassified" "Rhizophydiales_sp" "s__Rhizophydiales_sp"
"ASV1247" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1251" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV1254" "Fungi" "Basidiomycota" "Agaricomycetes" "Boletales" "Paxillaceae" "Melanogaster" "Melanogaster_broomeanus" "s__Melanogaster_broomeanus"
"ASV1256" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Phanerochaetaceae" "Phanerochaete" "Phanerochaete_guangdongensis" "s__Phanerochaete_guangdongensis"
"ASV1258" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "Talaromyces_piceae" "s__Talaromyces_piceae"
"ASV1259" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Melanocarpus" "Melanocarpus_tardus" "s__Melanocarpus_tardus"
"ASV1261" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Aspergillus" "unclassified" "g__Aspergillus"
"ASV1262" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Acremonium" "unclassified" "g__Acremonium"
"ASV1264" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Roussoellaceae" "unclassified" "unclassified" "f__Roussoellaceae"
"ASV1265" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Aspergillus" "Aspergillus_terreus" "s__Aspergillus_terreus"
"ASV1266" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1276" "Fungi" "Basidiomycota" "Tremellomycetes" "Filobasidiales" "Filobasidiaceae" "Naganishia" "Naganishia_albida" "s__Naganishia_albida"
"ASV1279" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Hyaloscyphaceae" "Meliniomyces" "Meliniomyces_sp" "s__Meliniomyces_sp"
"ASV1282" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV1795" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Stephanosporaceae" "unclassified" "unclassified" "f__Stephanosporaceae"
"ASV1285" "Fungi" "Basidiomycota" "Agaricomycetes" "Boletales" "Paxillaceae" "Melanogaster" "Melanogaster_broomeanus" "s__Melanogaster_broomeanus"
"ASV1286" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "unclassified" "unclassified" "f__Didymellaceae"
"ASV1291" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV1292" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "unclassified" "g__Talaromyces"
"ASV1297" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Leptosphaeriaceae" "Leptosphaeria" "unclassified" "g__Leptosphaeria"
"ASV1298" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "unclassified" "g__Neosetophoma"
"ASV1301" "Fungi" "Chytridiomycota" "Lobulomycetes" "Lobulomycetales" "unclassified" "unclassified" "Lobulomycetales_sp" "s__Lobulomycetales_sp"
"ASV1302" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV1303" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Sarocladiaceae" "Parasarocladium" "unclassified" "g__Parasarocladium"
"ASV1305" "Fungi" "Ascomycota" "Leotiomycetes" "Thelebolales" "Thelebolaceae" "Thelebolus" "unclassified" "g__Thelebolus"
"ASV1308" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "unclassified" "unclassified" "unclassified" "o__Helotiales"
"ASV1309" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "unclassified" "unclassified" "f__Dipodascaceae"
"ASV1312" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Periconiaceae" "Periconia" "Periconia_verrucosa" "s__Periconia_verrucosa"
"ASV1316" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Roussoellaceae" "Pseudoneoconiothyrium" "Pseudoneoconiothyrium_rosae" "s__Pseudoneoconiothyrium_rosae"
"ASV1320" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV1323" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1863" "Fungi" "Chytridiomycota" "Lobulomycetes" "Lobulomycetales" "unclassified" "unclassified" "Lobulomycetales_sp" "s__Lobulomycetales_sp"
"ASV1329" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Sclerotiniaceae" "Botrytis" "Botrytis_caroliniana" "s__Botrytis_caroliniana"
"ASV1337" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "unclassified" "unclassified" "f__Plectosphaerellaceae"
"ASV1340" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV1342" "Fungi" "Ascomycota" "Sordariomycetes" "Cephalothecales" "Cephalothecaceae" "Phialemonium" "Phialemonium_inflatum" "s__Phialemonium_inflatum"
"ASV1343" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "unclassified" "unclassified" "unclassified" "o__Sordariales"
"ASV1344" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Remersonia" "Remersonia_thermophila" "s__Remersonia_thermophila"
"ASV1663" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "Neosetophoma_samarorum" "s__Neosetophoma_samarorum"
"ASV1664" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_lapis" "s__Mortierella_lapis"
"ASV1668" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "unclassified" "unclassified" "f__Microascaceae"
"ASV1670" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridariella" "Parathyridariella_dematiacea" "s__Parathyridariella_dematiacea"
"ASV1672" "Fungi" "Blastocladiomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Blastocladiomycota"
"ASV1673" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Torulaceae" "Torula" "Torula_hollandica" "s__Torula_hollandica"
"ASV1674" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Rhynchogastremaceae" "Papiliotrema" "unclassified" "g__Papiliotrema"
"ASV1675" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Thermomyces" "unclassified" "g__Thermomyces"
"ASV1676" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1679" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleraceae" "Bullera" "Bullera_alba" "s__Bullera_alba"
"ASV1680" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Occultibambusaceae" "Brunneofusispora" "Brunneofusispora_sp" "s__Brunneofusispora_sp"
"ASV1682" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Thermomyces" "unclassified" "g__Thermomyces"
"ASV1683" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV1685" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1691" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "unclassified" "g__Talaromyces"
"ASV1695" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "unclassified" "g__Coniochaeta"
"ASV1696" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinopsis" "Coprinopsis_annulopora" "s__Coprinopsis_annulopora"
"ASV1707" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridariella" "Parathyridariella_dematiacea" "s__Parathyridariella_dematiacea"
"ASV1708" "Fungi" "Ascomycota" "Dothideomycetes" "Mycosphaerellales" "Mycosphaerellaceae" "Ramularia" "Ramularia_collo-cygni" "s__Ramularia_collo-cygni"
"ASV1710" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1715" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1719" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Lipomycetaceae" "Lipomyces" "Lipomyces_starkeyi" "s__Lipomyces_starkeyi"
"ASV1722" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Pithoascus" "Pithoascus_ater" "s__Pithoascus_ater"
"ASV1726" "Fungi" "Basidiomycota" "Agaricomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Agaricomycetes"
"ASV1734" "Fungi" "Ascomycota" "Dothideomycetes" "Cladosporiales" "Cladosporiaceae" "Cladosporium" "unclassified" "g__Cladosporium"
"ASV1737" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1742" "Fungi" "Basidiomycota" "Microbotryomycetes" "Microbotryales" "Microbotryaceae" "unclassified" "Microbotryaceae_sp" "s__Microbotryaceae_sp"
"ASV1743" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_slooffiae" "s__Malassezia_slooffiae"
"ASV1745" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "unclassified" "unclassified" "unclassified" "o__Sordariales"
"ASV1748" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Inocybaceae" "Inocybe" "Inocybe_obscurobadia" "s__Inocybe_obscurobadia"
"ASV1753" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "Geotrichum" "Geotrichum_silvicola" "s__Geotrichum_silvicola"
"ASV1756" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1758" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1766" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Penicillium_bialowiezense" "s__Penicillium_bialowiezense"
"ASV1769" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1770" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Paraphaeosphaeria" "unclassified" "g__Paraphaeosphaeria"
"ASV1772" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Brunneomyces" "Brunneomyces_brunnescens" "s__Brunneomyces_brunnescens"
"ASV1773" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV1774" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Panaceae" "Panus" "unclassified" "g__Panus"
"ASV1775" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Paraphoma" "Paraphoma_fimeti" "s__Paraphoma_fimeti"
"ASV1776" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "unclassified" "g__Fusarium"
"ASV1777" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1778" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "unclassified" "g__Microascus"
"ASV1781" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1786" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV1787" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV1788" "Fungi" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Fungi"
"ASV1805" "Fungi" "Chytridiomycota" "Spizellomycetes" "Spizellomycetales" "unclassified" "unclassified" "Spizellomycetales_sp" "s__Spizellomycetales_sp"
"ASV1808" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Kernia" "unclassified" "g__Kernia"
"ASV353" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "Coniochaeta_verticillata" "s__Coniochaeta_verticillata"
"ASV394" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "Geotrichum" "Geotrichum_silvicola" "s__Geotrichum_silvicola"
"ASV369" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Paraphaeosphaeria" "unclassified" "g__Paraphaeosphaeria"
"ASV408" "Fungi" "Basidiomycota" "Tremellomycetes" "Filobasidiales" "Filobasidiaceae" "Filobasidium" "Filobasidium_wieringae" "s__Filobasidium_wieringae"
"ASV440" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Alternaria" "unclassified" "g__Alternaria"
"ASV374" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "unclassified" "unclassified" "f__Plectosphaerellaceae"
"ASV377" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV384" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Psathyrella" "Psathyrella_sp" "s__Psathyrella_sp"
"ASV417" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "Microascus_verrucosus" "s__Microascus_verrucosus"
"ASV419" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "unclassified" "unclassified" "unclassified" "o__Microascales"
"ASV428" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Geastrum_melanocephalum" "s__Geastrum_melanocephalum"
"ASV386" "Fungi" "Basidiomycota" "Tremellomycetes" "Cystofilobasidiales" "Mrakiaceae" "Mrakia" "unclassified" "g__Mrakia"
"ASV387" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "unclassified" "g__Neosetophoma"
"ASV934" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Thermomyces" "Thermomyces_dupontii" "s__Thermomyces_dupontii"
"ASV390" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "Geotrichum" "Geotrichum_silvicola" "s__Geotrichum_silvicola"
"ASV690" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridariella" "Parathyridariella_dematiacea" "s__Parathyridariella_dematiacea"
"ASV399" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "unclassified" "unclassified" "Auriculariales_sp" "s__Auriculariales_sp"
"ASV403" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Paraphoma" "Paraphoma_fimeti" "s__Paraphoma_fimeti"
"ASV409" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Vishniacozyma" "Vishniacozyma_victoriae" "s__Vishniacozyma_victoriae"
"ASV413" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV414" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Chaetomium" "unclassified" "g__Chaetomium"
"ASV418" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_restricta" "s__Malassezia_restricta"
"ASV421" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Alternaria" "unclassified" "g__Alternaria"
"ASV423" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "unclassified" "unclassified" "f__Didymellaceae"
"ASV424" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV427" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_racemosus" "s__Mucor_racemosus"
"ASV429" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pseudombrophilaceae" "Lasiobolidium" "Lasiobolidium_sp" "s__Lasiobolidium_sp"
"ASV434" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Paraphaeosphaeria" "unclassified" "g__Paraphaeosphaeria"
"ASV436" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "unclassified" "unclassified" "f__Didymellaceae"
"ASV444" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_mucedo" "s__Mucor_mucedo"
"ASV613" "Fungi" "Ascomycota" "Sordariomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Sordariomycetes"
"ASV451" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV461" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Trichomeriaceae" "Lithohypha" "Lithohypha_aloicola" "s__Lithohypha_aloicola"
