"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "lowest"
"ASV5972" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineales_insertae_sedis_family" "Aggregatilineales_insertae_sedis_genus" "g__Aggregatilineales_insertae_sedis_genus"
"ASV5973" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV5976" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV5979" "Bacteria" "Actinomycetota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Amycolatopsis" "g__Amycolatopsis"
"ASV5980" "Bacteria" "Bacillota" "Thermovenabulia" "Thermovenabulales" "Thermosediminibacteraceae" "Thermosediminibacteraceae_insertae_sedis_genus" "g__Thermosediminibacteraceae_insertae_sedis_genus"
"ASV5986" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV5988" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Oxobacteraceae" "Oxobacter" "g__Oxobacter"
"ASV5989" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Steroidobacterales" "Woeseiaceae" "JTB255_marine_benthic_group" "g__JTB255_marine_benthic_group"
"ASV5991" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV5992" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Sandaracinaceae" "Sandaracinus" "g__Sandaracinus"
"ASV5993" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ureibacillus" "g__Ureibacillus"
"ASV5994" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Terriglobales" "Terriglobales_insertae_sedis_family" "Terriglobales_insertae_sedis_genus" "g__Terriglobales_insertae_sedis_genus"
"ASV5996" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Zhengella" "g__Zhengella"
"ASV5999" "Bacteria" "Bacillota" "Thermaerobacteria" "Thermaerobacterales" "Thermaerobacteraceae" "Thermaerobacter" "g__Thermaerobacter"
"ASV6000" "Bacteria" "Hydrogenedentes" "Hydrogenedentia" "Hydrogenedentiales" "Hydrogenedensaceae" "Hydrogenedensaceae_insertae_sedis_genus" "g__Hydrogenedensaceae_insertae_sedis_genus"
"ASV6002" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "A4b" "A4b_insertae_sedis_genus" "g__A4b_insertae_sedis_genus"
"ASV6006" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" "P3OB-42" "g__P3OB-42"
"ASV6010" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" "g__Pseudomonas"
"ASV6012" "Bacteria" "Chloroflexota" "Anaerolineae" "Ardenticatenales" "Ardenticatenales_insertae_sedis_family" "Ardenticatenales_insertae_sedis_genus" "g__Ardenticatenales_insertae_sedis_genus"
"ASV6019" "Bacteria" "Armatimonadota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Armatimonadota"
"ASV6020" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Caloramatoraceae" "unclassified" "f__Caloramatoraceae"
"ASV6021" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "unclassified" "unclassified" "o__Microtrichales"
"ASV6025" "Bacteria" "Bacillota" "Dethiobacteria" "Dethiobacterales" "Dethiobacteraceae" "Dethiobacter" "g__Dethiobacter"
"ASV6027" "Bacteria" "MBNT15" "MBNT15_insertae_sedis_class" "MBNT15_insertae_sedis_order" "MBNT15_insertae_sedis_family" "MBNT15_insertae_sedis_genus" "g__MBNT15_insertae_sedis_genus"
"ASV6028" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus" "g__Bacillus"
"ASV6030" "Bacteria" "Chloroflexota" "Anaerolineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_insertae_sedis_genus" "g__Caldilineaceae_insertae_sedis_genus"
"ASV6031" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Neobacillus" "g__Neobacillus"
"ASV6034" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Hyphomicrobiaceae" "unclassified" "f__Hyphomicrobiaceae"
"ASV6037" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomyces" "g__Thermoactinomyces"
"ASV6039" "Bacteria" "Actinomycetota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Baekduia" "g__Baekduia"
"ASV6042" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonadaceae_insertae_sedis_genus" "g__Sphingomonadaceae_insertae_sedis_genus"
"ASV6044" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV6048" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium" "g__Clostridium"
"ASV6049" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV6057" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Methylophilaceae" "MM2" "g__MM2"
"ASV6063" "Bacteria" "Bacillota" "Clostridia" "Clostridia_vadinBB60_group" "Clostridia_vadinBB60_group_insertae_sedis_family" "Clostridia_vadinBB60_group_insertae_sedis_genus" "g__Clostridia_vadinBB60_group_insertae_sedis_genus"
"ASV6070" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "Herbinix" "g__Herbinix"
"ASV6071" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Chelativorans" "g__Chelativorans"
"ASV6075" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Microtrichales_insertae_sedis_family" "Microtrichales_insertae_sedis_genus" "g__Microtrichales_insertae_sedis_genus"
"ASV6077" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" "g__Legionella"
"ASV6081" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Coxiellales" "Coxiellaceae" "Coxiella" "g__Coxiella"
"ASV6082" "Bacteria" "Bdellovibrionota" "Oligoflexia" "Oligoflexales" "Oligoflexaceae" "Oligoflexaceae_insertae_sedis_genus" "g__Oligoflexaceae_insertae_sedis_genus"
"ASV6083" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV6085" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV6093" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "unclassified" "f__Anaerolineaceae"
"ASV6095" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadales_insertae_sedis_family" "Saccharimonadales_insertae_sedis_genus" "g__Saccharimonadales_insertae_sedis_genus"
"ASV6097" "Bacteria" "Patescibacteria" "Parcubacteria" "unclassified" "unclassified" "unclassified" "c__Parcubacteria"
"ASV6102" "Bacteria" "Acidobacteriota" "Acidobacteriae" "AKIW659" "AKIW659_insertae_sedis_family" "AKIW659_insertae_sedis_genus" "g__AKIW659_insertae_sedis_genus"
"ASV6103" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "unclassified" "f__Sphingomonadaceae"
"ASV6104" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV6105" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "Phycisphaeraceae_insertae_sedis_genus" "g__Phycisphaeraceae_insertae_sedis_genus"
"ASV6115" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "HN-HF0106" "g__HN-HF0106"
"ASV6122" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "unclassified" "f__Micromonosporaceae"
"ASV6125" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV6126" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Longispora" "g__Longispora"
"ASV6132" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" "Vicinamibacteraceae_insertae_sedis_genus" "g__Vicinamibacteraceae_insertae_sedis_genus"
"ASV6134" "Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "g__Flavobacterium"
"ASV6138" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Rhodobacterales" "Paracoccaceae" "Paracoccus" "g__Paracoccus"
"ASV415" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "CCD24" "CCD24_insertae_sedis_family" "CCD24_insertae_sedis_genus" "g__CCD24_insertae_sedis_genus"
"ASV416" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium" "g__Clostridium"
"ASV417" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "BIrii41" "BIrii41_insertae_sedis_genus" "g__BIrii41_insertae_sedis_genus"
"ASV418" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV419" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "unclassified" "f__Micromonosporaceae"
"ASV420" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV421" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Thermobispora" "g__Thermobispora"
"ASV422" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ferdinandcohnia" "g__Ferdinandcohnia"
"ASV423" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV424" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV425" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV426" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "AKYG1722" "AKYG1722_insertae_sedis_genus" "g__AKYG1722_insertae_sedis_genus"
"ASV427" "Bacteria" "Chloroflexota" "TK10" "TK10_insertae_sedis_order" "TK10_insertae_sedis_family" "TK10_insertae_sedis_genus" "g__TK10_insertae_sedis_genus"
"ASV428" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV429" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Niallia" "g__Niallia"
"ASV430" "Bacteria" "Actinomycetota" "Actinobacteria" "Mycobacteriales" "Mycobacteriaceae" "Mycobacterium" "g__Mycobacterium"
"ASV432" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "IS-44" "g__IS-44"
"ASV433" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "unclassified" "Acidibacter" "g__Acidibacter"
"ASV434" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmataceae_insertae_sedis_genus" "g__Gemmataceae_insertae_sedis_genus"
"ASV435" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV437" "Bacteria" "Chloroflexota" "TK10" "TK10_insertae_sedis_order" "TK10_insertae_sedis_family" "TK10_insertae_sedis_genus" "g__TK10_insertae_sedis_genus"
"ASV438" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" "WD2101_soil_group_insertae_sedis_genus" "g__WD2101_soil_group_insertae_sedis_genus"
"ASV440" "Bacteria" "Myxococcota" "Polyangiia" "FFCH16767" "FFCH16767_insertae_sedis_family" "FFCH16767_insertae_sedis_genus" "g__FFCH16767_insertae_sedis_genus"
"ASV441" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Sphaerisporangium" "g__Sphaerisporangium"
"ASV442" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Lautropia" "g__Lautropia"
"ASV443" "Bacteria" "Bacillota" "Clostridia" "Lutispora" "Lutispora_insertae_sedis_order" "Lutispora_insertae_sedis_family" "g__Lutispora_insertae_sedis_family"
"ASV445" "Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetes_insertae_sedis_order" "Planctomycetes_insertae_sedis_family" "Planctomycetes_insertae_sedis_genus" "g__Planctomycetes_insertae_sedis_genus"
"ASV446" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Cohnella" "g__Cohnella"
"ASV447" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_insertae_sedis_genus" "g__Anaerolineaceae_insertae_sedis_genus"
"ASV448" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Thermobispora" "g__Thermobispora"
"ASV449" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV450" "Bacteria" "NB1-j" "NB1-j_insertae_sedis_class" "NB1-j_insertae_sedis_order" "NB1-j_insertae_sedis_family" "NB1-j_insertae_sedis_genus" "g__NB1-j_insertae_sedis_genus"
"ASV451" "Bacteria" "Chloroflexota" "TK10" "TK10_insertae_sedis_order" "TK10_insertae_sedis_family" "TK10_insertae_sedis_genus" "g__TK10_insertae_sedis_genus"
"ASV452" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV453" "Bacteria" "Bacillota" "Clostridia" "Lutispora" "Lutispora_insertae_sedis_order" "Lutispora_insertae_sedis_family" "g__Lutispora_insertae_sedis_family"
"ASV454" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "Desertimonas" "g__Desertimonas"
"ASV455" "Bacteria" "Chloroflexota" "Chloroflexota_insertae_sedis_class" "Chloroflexota_insertae_sedis_order" "Chloroflexota_insertae_sedis_family" "Chloroflexota_insertae_sedis_genus" "g__Chloroflexota_insertae_sedis_genus"
"ASV456" "Bacteria" "Thermodesulfobacteriota" "Syntrophobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "unclassified" "f__Syntrophobacteraceae"
"ASV457" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Methylococcales" "Methylococcaceae" "Methylococcaceae_insertae_sedis_genus" "g__Methylococcaceae_insertae_sedis_genus"
"ASV458" "Bacteria" "Actinomycetota" "Thermoleophilia" "Solirubrobacterales" "67-14" "67-14_insertae_sedis_genus" "g__67-14_insertae_sedis_genus"
"ASV459" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV460" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "Acidiferrimicrobium" "g__Acidiferrimicrobium"
"ASV461" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_insertae_sedis_genus" "g__Anaerolineaceae_insertae_sedis_genus"
"ASV462" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV464" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS_17" "env.OPS_17_insertae_sedis_genus" "g__env.OPS_17_insertae_sedis_genus"
"ASV465" "Bacteria" "Actinomycetota" "Thermoleophilia" "Gaiellales" "Gaiellales_insertae_sedis_family" "Gaiellales_insertae_sedis_genus" "g__Gaiellales_insertae_sedis_genus"
"ASV466" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ureibacillus" "g__Ureibacillus"
"ASV467" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV469" "Bacteria" "Bacillota" "Bacilli" "Aneurinibacillales" "Aneurinibacillaceae" "Aneurinibacillus" "g__Aneurinibacillus"
"ASV470" "Bacteria" "Nitrospirota" "Nitrospiria" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "g__Nitrospira"
"ASV471" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "Herbinix" "g__Herbinix"
"ASV472" "Bacteria" "Acidobacteriota" "Blastocatellia" "11-24" "11-24_insertae_sedis_family" "11-24_insertae_sedis_genus" "g__11-24_insertae_sedis_genus"
"ASV473" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV474" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Caloramatoraceae" "Fonticella" "g__Fonticella"
"ASV475" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV476" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Thermostaphylospora" "g__Thermostaphylospora"
"ASV477" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Acidiferrobacterales" "Acidiferrobacteraceae" "Sulfurifustis" "g__Sulfurifustis"
"ASV478" "Bacteria" "Bacillota" "D8A-2" "D8A-2_insertae_sedis_order" "D8A-2_insertae_sedis_family" "D8A-2_insertae_sedis_genus" "g__D8A-2_insertae_sedis_genus"
"ASV480" "Bacteria" "Methylomirabilota" "Methylomirabilia" "Rokubacteriales" "Rokubacteriales_insertae_sedis_family" "Rokubacteriales_insertae_sedis_genus" "g__Rokubacteriales_insertae_sedis_genus"
"ASV481" "Bacteria" "Chloroflexota" "Anaerolineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_insertae_sedis_genus" "g__Caldilineaceae_insertae_sedis_genus"
"ASV482" "Bacteria" "Bacillota" "Symbiobacteriia" "Symbiobacteriales" "Symbiobacteraceae" "Symbiobacterium" "g__Symbiobacterium"
"ASV483" "Bacteria" "Myxococcota" "Polyangiia" "Haliangiales" "Haliangiaceae" "Haliangiaceae_insertae_sedis_genus" "g__Haliangiaceae_insertae_sedis_genus"
"ASV484" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Niabella" "g__Niabella"
"ASV485" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV486" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" "g__Puia"
"ASV487" "Bacteria" "Armatimonadota" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadales_insertae_sedis_family" "Fimbriimonadales_insertae_sedis_genus" "g__Fimbriimonadales_insertae_sedis_genus"
"ASV488" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Laceyella" "g__Laceyella"
"ASV489" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Neobacillus" "g__Neobacillus"
"ASV490" "Bacteria" "Sumerlaeota" "Sumerlaeia" "Sumerlaeia_insertae_sedis_order" "Sumerlaeia_insertae_sedis_family" "Sumerlaeia_insertae_sedis_genus" "g__Sumerlaeia_insertae_sedis_genus"
"ASV491" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Vulgatibacteraceae" "Vulgatibacter" "g__Vulgatibacter"
"ASV492" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_insertae_sedis_genus" "g__Anaerolineaceae_insertae_sedis_genus"
"ASV493" "Bacteria" "Actinomycetota" "Actinobacteria" "unclassified" "unclassified" "unclassified" "c__Actinobacteria"
"ASV494" "Bacteria" "Bacillota" "Symbiobacteriia" "Symbiobacteriales" "Symbiobacteraceae" "Symbiobacterium" "g__Symbiobacterium"
"ASV495" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV496" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "Acetivibrio" "g__Acetivibrio"
"ASV497" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "unclassified" "f__Micromonosporaceae"
"ASV498" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "PLTA13" "PLTA13_insertae_sedis_family" "PLTA13_insertae_sedis_genus" "g__PLTA13_insertae_sedis_genus"
"ASV499" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV501" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "unclassified" "unclassified" "o__Myxococcales"
"ASV502" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoflavimicrobium" "g__Thermoflavimicrobium"
"ASV503" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" "g__Pirellula"
"ASV504" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Planococcaceae" "Lysinibacillus" "g__Lysinibacillus"
